,domain,url,urlType,R_full_text_Flesch_reading_ease,R_full_text_Flesch_kincaid_grade,R_full_text_smog,R_full_text_gunning_fog,R_full_text_words_per_sentence,R_full_text_capitalized_words,R_full_text_lexicon,R_full_text_urls_counts,R_full_text_long_words,R_full_text_syllables,R_full_text_stop_words,R_full_text_sentences,R_full_text_linsear_write,R_full_text_automated_readability,R_full_text_characters_total,R_full_text_coleman_liax,R_full_text_difficult_words,R_full_text_words_total
2277,www.cbsnews.com,http://www.cbsnews.com/news/st-louis-missouri-police-officer-shot/,Reliable,71.66,10.6,10.9,13.84895706,8.15,37,125,0,88,239,109.8159509,20,6.111111111,12.7,919,15.4,35,163
2278,www.sfgate.com,http://www.sfgate.com/news/crime/article/4-found-guilty-of-kidnapping-torturing-2-college-10628126.php,Reliable,61.33,14.3,14.3,18,10,20,97,0,71,194,149.1666667,12,11.83333333,17.9,749,19.54,36,120
2279,www.huffingtonpost.com,http://www.huffingtonpost.com/anthony-scaramucci/market-perceives-december_b_13128796.html,Reliable,55.76,18.5,17.4,18.47718854,15.48571429,265,1267,0,932,2534,11.00861009,105,34.5,22.9,9762,19.21,418,1626
2280,www.nhl.com,https://www.nhl.com/avalanche/news/avs-wrap-up-road-trip-in-columbus/c-283937130,Reliable,84.87,11.5,11.4,13.10030617,11.80392157,150,451,0,295,757,29.73421927,51,8.333333333,15.5,3175,14.96,96,602
2281,www.nydailynews.com,http://www.nydailynews.com/news/politics/trump-sit-perry-fallin-moves-fill-cabinet-article-1.2882105,Reliable,57.31,16.4,15.6,16.86609779,13.95652174,212,492,0,374,997,27.88161994,46,11,20.2,3806,19.03,149,642
2282,www.huffingtonpost.com,http://www.huffingtonpost.com/entry/joe-thomas-sr-south-carolina-state_us_5832cc8fe4b099512f83aa36,Reliable,78.08,14.1,13.7,15.59683665,10.15789474,53,151,0,100,266,92.74611399,19,20.66666667,17.4,1070,15.66,46,193
2283,www.chron.com,http://www.chron.com/news/nation-world/article/4-year-old-girl-has-died-of-cancer-weeks-after-10628237.php,Reliable,77.48,22.5,17.7,13.92790698,10.75,30,161,0,109,310,83.25581395,20,33,27,1163,16.44,41,215
2284,www.huffingtonpost.com,http://www.huffingtonpost.com/entry/chrissy-teigen-slit_us_583257f3e4b058ce7aabc1b3,Reliable,66,13.6,13.5,19.14653823,13.72727273,47,121,0,88,224,118.5430464,11,17,16.8,892,17.57,44,151
2285,www.yahoo.com,https://www.yahoo.com/news/goldie-hawn-turns-71-shes-still-got-it-154540916.html,Reliable,79.74,13.1,12.5,15.89452333,8.529411765,29,114,0,78,206,123.4482759,17,12.8,16.9,832,16.88,38,145
2286,www.nhl.com,https://www.nhl.com/lightning/news/lightning-at-predators-projected-lines-injuries/c-283935190,Reliable,89.6,12.5,11.2,13.45575049,15.48148148,75,281,0,178,492,42.82296651,27,6.25,16.2,2060,15.14,55,418
2287,www.nydailynews.com,http://www.nydailynews.com/sports/basketball/knicks/carmelo-anthony-knicks-president-divide-making-garden-no-eden-article-1.2881513,Reliable,79.97,12.2,12.3,13.3050145,8.298507463,122,438,0,318,772,32.1942446,67,14,16.1,3183,16.93,111,556
2288,www.latimes.com,http://www.latimes.com/world/la-fg-kabul-mosque-attack-20161121-story.html,Reliable,44.04,21.9,19.5,16.92012133,18.69565217,127,357,0,276,734,41.62790698,23,7.857142857,25.8,2754,20.2,80,430
2289,www.cnet.com,https://www.cnet.com/news/the-biggest-tech-turkeys-of-2016/,Reliable,69.35,13.5,12.4,17.79760395,10.42424242,54,281,0,200,510,52.03488372,33,12.4,17.1,2021,16.53,100,344
2290,www.cbssports.com,http://www.cbssports.com/nfl/news/jameis-winston-thanks-chiefs-fans-who-really-made-me-feel-at-home/,Reliable,77.6,11.9,12.2,14.37144346,10.63157895,43,159,1,100,288,88.61386139,19,11.16666667,15.2,1155,15.77,41,202
2291,www.cbssports.com,http://www.cbssports.com/nfl/news/monday-night-football-prediction-derek-carr-raiders-crush-texans-in-mexico-city/,Reliable,77.33,12.9,13.3,12.38250377,10.8974359,124,665,0,421,1150,21.05882353,78,15.25,16.9,4670,14.97,128,850
2292,www.washingtonpost.com,https://www.washingtonpost.com/world/asia_pacific/japan-defense-adviser-sees-chance-to-update-alliance-with-us/2016/11/21/31f9a924-afe2-11e6-bc2d-19b3d759cfe7_story.html,Reliable,41.46,15.4,14.6,22.35379845,12.9,38,111,0,91,231,138.7596899,10,12.33333333,18.8,879,20.76,49,129
2293,www.chron.com,http://www.chron.com/business/bizfeed/article/Comcast-boosts-Internet-speeds-for-Houston-10623897.php,Reliable,70.38,15.6,14.2,13.55427729,9.416666667,50,181,0,135,343,79.20353982,24,12.4,20,1370,18.57,44,226
2294,www.businessinsider.com,http://www.businessinsider.com/tyson-foods-q4-2016-2016-11,Reliable,76.28,20.2,16.8,16.82919926,11.93333333,29,137,0,103,255,100,15,21,25.6,1033,18.05,45,179
2295,www.ndtv.com,http://www.ndtv.com/world-news/exhume-ferdinand-marcos-philippine-court-asked-after-hero-burial-1628087,Reliable,55.9,70.6,0,20.16853673,15.34615385,70,315,0,244,648,44.86215539,26,33,89,2474,21.6,120,399
2296,www.wsj.com,http://www.wsj.com/articles/the-next-downton-pbs-pushes-victoria-1479734590,Reliable,77.1,14.2,15,16.33764045,11.125,23,66,0,45,122,201.1235955,8,17.16666667,18.5,481,16.3,22,89
2297,edition.cnn.com,http://edition.cnn.com/2016/11/21/health/burger-king-menu-nutritionist/index.html,Reliable,72.02,25.6,17.5,13.19955974,16.12820513,122,1443,0,1052,2677,9.485956545,117,31.5,32.7,10884,18.99,224,1887
2298,www.huffingtonpost.com,http://www.huffingtonpost.com/entry/few-americans-regret-vote-poll_us_58334ba3e4b030997bc0b40e,Reliable,76.69,14.2,13.6,15.51506744,11.53333333,56,266,0,190,493,51.73410405,30,12.8,17.5,1951,17.46,77,346
2299,www.chron.com,http://www.chron.com/business/article/Sabra-recalls-hummus-amid-listeria-contamination-10627684.php,Reliable,52.53,15.4,14.4,15.1655914,10.33333333,59,174,0,120,359,82.48847926,21,14.2,16.6,1312,17.69,49,217
2300,uk.reuters.com,http://uk.reuters.com/article/uk-global-cenbank-idUKKBN13G1KO,Reliable,67.29,18.4,17.8,15.75004748,12.46153846,54,267,0,176,498,55.24691358,26,22.66666667,21.6,1898,16.6,71,324
2301,www.reuters.com,http://www.reuters.com/article/germany-exchange-idUSL8N1DM3S8,Reliable,59.21,21.7,19.3,18.20168908,12.08695652,46,229,0,168,434,64.38848921,23,33.5,27.6,1715,18.98,79,278
2302,www.wsj.com,http://www.wsj.com/articles/big-apple-circus-files-for-bankruptcy-seeks-buyer-1479733628,Reliable,56.45,31.8,0,21.97405405,14.8,12,61,0,43,121,241.8918919,5,46.5,37.7,440,17.54,26,74
2303,www.bloomberg.com,https://www.bloomberg.com/view/articles/2016-11-21/the-u-s-economy-could-survive-a-trade-war,Reliable,60.67,14,14,19.1430489,10.64285714,88,239,0,177,464,60.06711409,28,10.83333333,18.5,1834,19.2,96,298
2304,bleacherreport.com,http://bleacherreport.com/articles/2677244-college-basketball-rankings-2016-17-bleacher-reports-week-3-top-25,Reliable,79.34,14.1,13.2,16.35875211,8.925925926,59,197,0,121,337,74.27385892,27,11.8,17.5,1336,14.63,65,241
2305,www.huffingtonpost.com,http://www.huffingtonpost.com/entry/this-badass-mom-breastfed-while-competing-in-a-marathon_us_58233b0fe4b0d9ce6fc0364f,Reliable,79.96,12.7,12.3,12.64068967,8.315068493,113,486,0,316,856,29.4892916,73,10.83333333,15.6,3440,15.6,111,607
2306,edition.cnn.com,http://edition.cnn.com/2016/11/21/africa/libya-monkey-tribes-deadly-clash-trnd/index.html,Reliable,60.93,14.1,12.8,18.5982906,10.38461538,76,336,0,261,639,44.19753086,39,12,18.4,2547,18.97,126,405
2307,www.nba.com,http://www.nba.com/hornets/nba2k-hornets-preview-vs-memphis-11/21/16/,Reliable,76.69,11.8,10.8,15.99951981,11.52941176,49,157,0,116,278,91.32653061,17,6.857142857,16.1,1161,17.17,46,196
2308,www.reuters.com,http://www.reuters.com/article/us-global-markets-idUSKBN13G01L,Reliable,66.18,14.9,13.6,17.66812386,13.55555556,95,405,0,277,709,36.68032787,36,12.4,19.3,2924,16.71,125,488
2309,www.reuters.com,http://www.reuters.com/article/usa-auction-3month-idUSL1N1DM14P,Reliable,85.9,19.4,13.6,15.9245098,19.125,22,115,0,78,191,116.9934641,8,19.33333333,25,792,14.81,24,153
2310,www.theguardian.com,https://www.theguardian.com/environment/bike-blog/2016/nov/21/no-room-for-bikes-how-one-street-shows-the-uk-wide-failure-over-cycling,Reliable,68.08,18.7,17,15.62780943,11.68269231,111,945,0,697,1783,14.73251029,104,16.25,23.8,7079,18.98,272,1215
2311,www.theguardian.com,https://www.theguardian.com/business/2016/nov/21/michael-sherwood-quits-goldman-sachs-europe-role-bhs,Reliable,66.89,16.4,15.7,16.47619048,12.85714286,47,220,0,159,402,66.2962963,21,13.4,21.7,1618,17.87,63,270
2312,www.huffingtonpost.com,http://www.huffingtonpost.com/stephen-h-dinan/6-bold-things-trump-can-do_b_13080766.html,Reliable,59.88,15.8,16.4,18.64215377,11.42105263,95,368,0,279,713,41.24423963,38,16.5,20.4,2764,19.21,131,434
2313,www.yahoo.com,https://www.yahoo.com/news/former-survivor-contestant-enters-plea-larceny-case-184907376.html?ref=gs,Reliable,63.14,19.7,19.3,19.89440994,8.214285714,22,90,0,73,184,155.6521739,14,24.66666667,26,721,21.53,42,115
2314,www.reuters.com,http://www.reuters.com/article/us-music-charts-idUSKBN13G1UI,Reliable,82.8,15.3,12,15.33783394,13.85,85,215,0,143,353,64.62093863,20,13.5,20.6,1469,14.46,54,277
2315,www.washingtonpost.com,https://www.washingtonpost.com/world/middle_east/egypt-confiscates-assets-of-46-muslim-brotherhood-members/2016/11/21/47baf2fc-aff8-11e6-bc2d-19b3d759cfe7_story.html,Reliable,41.7,22.3,21.5,21.10175439,12.66666667,24,92,0,80,202,157.0175439,9,39.5,29.3,795,25.54,40,114
2316,www.theguardian.com,https://www.theguardian.com/society/2016/oct/08/exploding-electronic-cigarettes-like-being-shot-in-face,Reliable,66.23,20.6,18.5,18.51111111,13.5,23,176,0,131,331,82.87037037,16,17.5,27.2,1347,20.37,60,216
2317,www.washingtonpost.com,https://www.washingtonpost.com/world/middle_east/eu-us-have-little-leverage-as-turkish-democracy-backslides/2016/11/21/ee9c4ca6-afee-11e6-bc2d-19b3d759cfe7_story.html,Reliable,50.34,17.8,17,19.45273143,12.48611111,158,755,0,592,1525,19.91101224,72,15,22.8,5897,20.95,280,899
2318,www.theguardian.com,https://www.theguardian.com/australia-news/2016/nov/21/developer-who-paid-for-access-to-one-nation-calls-for-end-to-political-donations,Reliable,59.23,14.9,14.7,16.56098165,12.06382979,112,474,0,357,922,31.5696649,47,16.25,19.3,3593,18.97,138,567
2319,www.yahoo.com,https://www.yahoo.com/news/woman-dragged-behind-car-cord-germany-badly-injured-095918231.html,Reliable,68.77,16,14.6,17.30909091,11,20,141,0,107,266,101.7045455,16,15.5,20.3,1051,18.57,48,176
2320,people.com,http://people.com/music/amas-2016-drake-afterparty/,Reliable,76.32,16,13.3,15.33142857,11.9,122,352,0,249,660,37.60504202,40,13,19.5,2603,17,102,476
2321,www.wsj.com,http://www.wsj.com/articles/asian-corporate-debt-plans-run-into-trump-effect-1479731895,Reliable,76.89,10.1,11.2,18.29803922,11.33333333,21,58,0,43,96,263.2352941,6,8.75,14.9,419,16.64,20,68
2322,www.usatoday.com,http://www.usatoday.com/story/news/politics/elections/2016/2016/11/21/donald-trump-appointments-rick-perry-tulsi-gabbard-legislative-video/94208062/,Reliable,46.08,19.1,17.7,20.71995436,16.68292683,185,517,0,413,1143,26.16959064,41,34,22.5,4203,21.47,206,684
2323,www.wsj.com,http://www.wsj.com/articles/chicago-ohare-airport-workers-set-strike-for-nov-29-1479747529,Reliable,59.8,11.9,11.6,16.16521739,11.5,25,80,0,54,143,194.5652174,8,11,14.2,556,15.37,22,92
2324,www.bloomberg.com,http://www.bloomberg.com/news/videos/2016-11-21/the-changing-face-of-european-politics,Reliable,76.4,14.7,13.7,18.72727273,11.81818182,87,201,0,145,372,68.84615385,22,14.8,18.8,1516,18.27,78,260
2325,www.businessinsider.com,http://www.businessinsider.com/thousands-gather-in-istanbul-to-protest-the-turkish-governments-crackdown-on-civil-freedoms-2016-11,Reliable,60.73,16.9,15.3,19.77664042,10.58333333,46,204,0,174,415,70.47244094,24,22.66666667,22.4,1637,21.47,86,254
2326,www.wsj.com,http://www.wsj.com/articles/oil-futures-rise-on-expectations-for-opec-meeting-next-week-1479710530,Reliable,56.45,32.2,0,21.43351351,14.8,12,62,0,40,121,241.8918919,5,46.5,38.1,445,17.54,25,74
2327,www.huffingtonpost.com,http://www.huffingtonpost.com/fern-siegel/stage-door-dead-poets-soc_b_13108664.html,Reliable,70.75,16.3,14.8,16.9649052,9.054054054,85,254,0,191,508,53.43283582,37,17.75,19.5,1941,18.16,95,335
2328,www.chron.com,http://www.chron.com/business/real-estate/article/Boxer-Property-sells-Westchase-office-building-10628040.php,Reliable,61.73,12.1,12.5,14.59,9.6,38,81,0,67,155,186.4583333,10,8.75,16.2,615,19.07,21,96
2329,people.com,http://people.com/bodies/victorias-secret-jasmine-tookes-accused-bleaching-skin/,Reliable,80.42,11,12.4,12.27012987,7.857142857,66,217,0,142,372,65.09090909,35,8.285714286,14.7,1524,15.25,49,275
2330,www.usatoday.com,http://www.usatoday.com/story/news/politics/onpolitics/2016/11/21/trump-said-he-settled-lawsuit-small-fraction-not-quite/94207762/,Reliable,78.2,17,14.3,15.3492626,10.04477612,161,519,0,362,961,26.59732541,67,15.5,20.2,3766,16.66,157,673
2331,www.cbssports.com,http://www.cbssports.com/college-basketball/news/look-florida-state-entices-fans-into-game-by-giving-away-free-bacon/,Reliable,71.08,13.8,12.7,15.17041755,8.722222222,25,125,0,87,229,114.0127389,18,10.5,17.4,895,15.9,38,157
2332,www.chron.com,http://www.chron.com/neighborhood/cleveland/news/article/Cleveland-businesses-team-up-to-feed-the-hungry-10626367.php,Reliable,78.18,12.7,14,13.70878587,10.06666667,101,235,0,171,422,59.27152318,30,13.6,17.6,1748,17.8,58,302
2333,www.huffingtonpost.com,http://www.huffingtonpost.com/leo-w-gerard/ants-killed-the-tpp_b_13109594.html,Reliable,67.9,18.6,16.6,17.07068152,11.85365854,128,759,0,558,1486,18.41563786,82,16.75,23,5828,19.5,251,972
2334,www.chron.com,http://www.chron.com/news/article/Holidays-provide-opportunity-for-sharing-10627717.php,Reliable,61.28,16.5,16.3,14.61546689,10.04545455,85,338,0,258,716,40.49773756,44,18.75,19.9,2678,20.36,95,442
2335,www.wsj.com,http://www.wsj.com/articles/nfl-great-troy-aikmans-workout-to-end-back-pain-1479738602,Reliable,82.04,8,8.2,18.2509589,14.6,26,60,0,34,97,245.2054795,5,6.4,10.1,390,11.88,19,73
2336,www.huffingtonpost.com,http://www.huffingtonpost.com/entry/mondays-morning-email-the-next-round-of-trump-cabinet-picks_us_5832f5e4e4b099512f83b0c8,Reliable,73.29,33.5,21.6,17.41425697,6.547169811,91,274,0,212,517,51.58501441,53,20.66666667,42.4,2044,18.82,111,347
2337,www.wsj.com,http://www.wsj.com/articles/which-tech-ipo-has-surged-1-271-it-isnt-who-you-think-1479734191?mod=rss_Technology,Reliable,77.67,10.3,10.4,17.57992278,10.57142857,24,59,0,42,105,241.8918919,7,7.3,13.4,429,14.95,21,74
2338,www.wsj.com,http://www.wsj.com/articles/survey-finds-mixed-feelings-on-fed-communication-1479724200,Reliable,40.55,15,14.6,23.17217391,13.8,29,59,0,42,125,259.4202899,5,12.25,17.9,465,20.29,27,69
2339,www.washingtonpost.com,https://www.washingtonpost.com/national/religion/pope-francis-extends-special-permission-on-abortion/2016/11/21/ed0354ac-afda-11e6-bc2d-19b3d759cfe7_story.html,Reliable,49.95,21.5,19.6,20.2559342,12.86956522,44,242,0,184,496,60.47297297,23,17.5,27.8,1912,21.42,97,296
2340,www.yahoo.com,https://www.yahoo.com/news/india-train-disaster-toll-rises-142-more-dead-070125438.html,Reliable,68.15,17.2,15,17.40020496,11.6097561,58,373,0,289,706,37.60504202,41,15,22.5,2853,19.09,128,476
2341,www.yahoo.com,https://www.yahoo.com/news/one-officer-dies-ambush-shootings-police-san-antonio-072257599.html,Reliable,58.52,15.8,15.3,16.04597452,12.76470588,74,366,0,268,675,41.24423963,34,21.66666667,20.4,2637,17.18,97,434
2342,www.yahoo.com,https://www.yahoo.com/news/xi-says-us-china-ties-161525683.html,Reliable,66.74,12.7,0,19.50769231,13,12,30,0,21,57,458.974359,3,11.25,13.7,212,14.61,12,39
2343,www.nydailynews.com,http://www.nydailynews.com/news/national/st-louis-ambushed-shot-face-sitting-traffic-article-1.2881487,Reliable,68.69,11,12.2,14.55363409,11.08333333,27,109,0,74,201,134.5864662,12,8,14.1,786,15.83,27,133
2344,news.abs-cbn.com,http://news.abs-cbn.com/news/11/21/16/reds-tag-duterte-rotten-trapo-over-marcos-burial,Reliable,59.65,18.4,17.2,18.67902555,11.64705882,50,327,0,249,635,45.2020202,34,34,24.1,2496,19.97,119,396
2345,bleacherreport.com,http://bleacherreport.com/articles/2677246-nascar-at-miami-2016-results-winner-standings-highlights-and-reaction,Reliable,88.51,48.1,0,13.19624525,8.21875,110,242,0,115,330,68.0608365,32,29,60.3,1343,9.19,52,263
2346,www.nba.com,http://www.nba.com/video/2016/11/20/0021600195-ind-okc-play-4,Reliable,92.12,4.5,0,18.15238095,4.666666667,8,12,0,12,18,1278.571429,3,2.5,9.8,83,12.98,5,14
2347,www.reuters.com,http://www.reuters.com/article/us-rights-sexism-mentalhealth-idUSKBN13G1WN,Reliable,50.37,35.1,26.5,20.81177588,12.46153846,52,254,0,198,554,55.24691358,26,34,43.3,2076,22.53,112,324
2348,www.washingtonpost.com,https://www.washingtonpost.com/lifestyle/food/on-the-eve-of-thanksgiving-a-bowl-of-counter-programming/2016/11/20/ea15f492-a554-11e6-ba59-a7d93165c6d4_story.html,Reliable,84.89,11.8,10.3,13.97466171,11.79069767,67,392,0,262,659,35.30571992,43,12.8,15,2709,14.56,92,507
2349,www.washingtonpost.com,https://www.washingtonpost.com/lifestyle/style/hints-from-heloise-in-search-of-free/2016/11/18/a2aebf5c-ac3f-11e6-8b45-f8e493f06fcd_story.html,Reliable,87.54,10.2,10.3,12.9343647,9.179487179,68,277,0,185,477,50,39,14,14.2,1987,15.07,65,358
2350,news.abs-cbn.com,http://news.abs-cbn.com/business/11/21/16/psei-falls-below-7000-erases-gains-from-gdp-rally,Reliable,73.82,13.9,12.2,18.12520138,14.36363636,31,127,0,85,224,113.2911392,11,15.25,16.4,879,14.62,41,158
2351,www.usatoday.com,http://www.usatoday.com/story/money/personalfinance/2016/11/20/how-choose-right-amount-your-fsa-2017/94047908/,Reliable,58.81,18.1,17.8,15.80586701,12.48076923,40,515,0,375,1012,27.58089368,52,18.5,21.5,3873,18.63,143,649
2352,www.chron.com,http://www.chron.com/news/article/David-Weekley-homes-Buyers-have-plenty-of-10627589.php,Reliable,74.83,18,15.9,14.02995844,13.36666667,131,283,0,230,555,44.63840399,30,15.5,22.8,2214,19.79,67,401
2353,www.huffingtonpost.com,http://www.huffingtonpost.com/2016/11/16/arya-calls-out-game-of-thrones-critics-in-deleted-scene_n_13009790.html,Reliable,88.6,14.4,13.4,13.72974868,8.137931034,50,180,0,117,316,75.84745763,29,12.6,17.1,1252,14.86,50,236
2354,www.huffingtonpost.com,http://www.huffingtonpost.com/entry/harassing-trump-supporting-students-as-a-form-of-pedagogy_us_5833152ee4b030997bc0677c,Reliable,57.04,22.8,18.9,18.05347222,14.22222222,92,606,0,445,1202,23.30729167,54,23,28.7,4705,20.37,199,768
2355,www.yahoo.com,https://www.yahoo.com/news/pope-closes-roman-catholic-holy-marked-lights-shadows-170326288.html?ref=gs,Reliable,59.08,17.9,16.2,17.41203008,12.21428571,64,285,0,203,534,52.33918129,28,16,22.6,2124,18.51,90,342
2356,www.yahoo.com,https://www.yahoo.com/news/south-koreas-opposition-parties-move-toward-president-park-040427683.html?ref=gs,Reliable,57.17,18.6,18,17.18475073,14.09090909,62,241,0,189,499,57.74193548,22,13,23.5,1951,22.05,74,310
2357,www.yahoo.com,https://www.yahoo.com/news/lebanon-builds-wall-near-palestinian-refugee-camp-205957544.html?ref=gs,Reliable,66.82,27.1,22.1,17.19895975,12.92,49,245,0,187,490,55.41795666,25,34.5,35,1952,21.25,81,323
2358,abcnews.go.com,http://abcnews.go.com/International/wireStory/hungarys-orban-relays-fun-trump-victory-43688433,Reliable,79.6,14.5,12.7,15.00512821,8.666666667,38,98,0,71,183,137.6923077,15,20.33333333,17,713,15.95,31,130
2359,www.washingtonpost.com,https://www.washingtonpost.com/lifestyle/wellness/raw-vegan-gluten-free-dinner-party-etiquette-for-hosts-and-guests/2016/11/18/4ffcb842-962b-11e6-bb29-bf2701dbe0a3_story.html,Reliable,69.74,17.2,15.9,14.04296384,10.04615385,38,493,0,346,972,27.41194487,65,14,20.2,3704,18.28,131,653
2360,www.nytimes.com,http://www.nytimes.com/2016/11/21/arts/design/from-elton-john-photographys-greatest-hits.html,Reliable,65.98,15.6,15.7,16.46969697,13.75,200,520,0,377,1010,27.12121212,48,15.75,20.3,3960,18.92,148,660
2361,people.com,http://people.com/movies/brad-pitt-in-high-spirits-as-he-charms-fans-at-london-premiere-of-allied/,Reliable,78.18,14.5,12.7,15.89760132,10.06451613,58,258,0,166,437,57.37179487,31,19.66666667,19,1795,15.79,77,312
2362,www.reuters.com,http://www.reuters.com/article/astrazeneca-nexium-appeal-idUSL1N1DM1W2,Reliable,47.95,17.2,15.2,18.71698395,14.84210526,68,236,0,179,468,63.4751773,19,17,21.8,1835,20.37,76,282
2363,abcnews.go.com,http://abcnews.go.com/Sports/wireStory/cardinals-head-coach-bruce-arians-hospitalized-43694692,Reliable,55.13,13.6,15,15.00868241,7.769230769,33,86,2,59,171,177.2277228,13,12.08333333,16.7,657,18.44,25,101
2364,abcnews.go.com,http://abcnews.go.com/Business/wireStory/tesla-motors-officially-owns-solar-panel-installer-solarcity-43693367,Reliable,60.06,12.2,12.5,16.57407407,11.25,35,117,0,83,212,132.5925926,12,10.83333333,14.7,813,15.72,34,135
2365,abcnews.go.com,http://abcnews.go.com/International/wireStory/divided-cyprus-rival-leaders-land-deal-43686625,Reliable,68.53,21.8,17.7,16.88745907,11.24,76,230,0,183,435,63.70106762,25,22,28.7,1765,20.26,73,281
2366,www.nytimes.com,http://www.nytimes.com/2016/11/21/technology/personaltech/instagram-introduces-new-features-that-mimic-twitter-and-snap-tools.html,Reliable,57.83,16.3,15.9,18.50725436,13.44444444,59,298,0,224,583,49.31129477,27,13.6,21,2338,20.59,101,363
2367,www.nytimes.com,http://www.nytimes.com/2016/11/21/us/gunman-sought-in-the-shooting-death-of-a-texas-police-officer.html,Reliable,61.65,17.3,16.7,15.00411899,9.684210526,58,161,0,123,299,97.2826087,19,19,20.5,1149,17.29,42,184
2368,www.yahoo.com,https://www.yahoo.com/news/tacoma-resident-chosen-2017-rhodes-scholar-222922118.html?ref=gs,Reliable,43.49,25.7,22.4,19.98635891,10.9047619,35,181,0,155,420,78.16593886,21,25.66666667,30.1,1494,22.87,78,229
2369,www.yahoo.com,https://www.yahoo.com/news/2012-olympic-womens-steeplechase-champ-fails-doping-retest-151811276.html?ref=gs,Reliable,60.65,20.3,15.2,20.02606516,19,83,311,0,250,606,44.86215539,21,10.5,28.1,2497,21.42,104,399
2370,www.cbssports.com,http://www.cbssports.com/mlb/news/report-at-least-four-rangers-prospects-face-charges-from-hazing-sexual-assault/,Reliable,75.81,19.2,14.6,15.56215054,12.4,28,151,0,114,263,96.23655914,15,58,26.9,1111,18.05,40,186
2371,indianexpress.com,http://indianexpress.com/article/world/world-news/little-bird-ukrainian-anti-graft-body-may-struggle-to-investigate-mps-wealth-4388113/,Reliable,57.63,21.6,18.9,17.69365196,13.6440678,93,644,0,493,1253,22.23602484,59,28.5,29.7,5112,21.77,206,805
2372,www.latimes.com,http://www.latimes.com/sports/lakers/la-sp-lakers-report-20161120-story.html,Reliable,87.33,11.4,12.3,12.85767129,9.384615385,74,285,0,214,485,48.90710383,39,13,15.2,1987,15.14,65,366
2373,indianexpress.com,http://indianexpress.com/photos/sports-gallery/india-vs-england-2nd-test-england-surrender-to-spin-as-india-take-1-0-lead-4387225/,Reliable,97.54,14.1,8.8,10.14906855,7.657894737,74,221,0,138,348,61.51202749,38,10.8,18.1,1458,13.06,37,291
2374,abcnews.go.com,http://abcnews.go.com/Business/wireStory/business-highlights-43702254,Reliable,67.64,14.4,14.2,16.890316,12.11111111,176,713,0,505,1340,20.52752294,72,17,17.6,5250,17.35,219,872
2375,indianexpress.com,http://indianexpress.com/article/india/india-news-india/tiger-deaths-see-25-percent-increase-from-last-year-4387920/,Reliable,78.58,18.4,14.3,13.55139573,9.666666667,34,164,0,110,287,88.1773399,21,28.5,22.3,1142,15.5,39,203
2376,abcnews.go.com,http://abcnews.go.com/US/wireStory/florida-bringing-record-number-tourists-43686631,Reliable,70.89,15.3,15.2,18.44326617,8.913043478,101,173,0,127,310,87.31707317,23,11.5,19.8,1248,17.58,66,205
2377,abcnews.go.com,http://abcnews.go.com/International/wireStory/experts-recommend-reforms-panamas-financial-sector-43701275,Reliable,39.89,16.5,15.9,24.39316239,14.44444444,33,113,0,86,239,137.6923077,9,14.4,18.9,861,19.96,54,130
2378,indianexpress.com,http://indianexpress.com/article/cities/chandigarh/cii-agrotech-2016-management-of-paddy-stubble-crop-burning-a-hot-topic-4386764/,Reliable,51.91,19.7,17.1,17.24072194,10.94444444,88,330,0,239,651,45.43147208,36,20.33333333,23.7,2476,19.33,107,394
2379,www.businessinsider.com,http://www.businessinsider.com/zika-is-here-to-stay-2016-11,Reliable,51.66,14.5,14.5,20.51380917,11.18518519,60,249,0,184,500,59.27152318,27,16.75,17.2,1887,18.62,106,302
2380,www.businessinsider.com,http://www.businessinsider.com/some-common-time-managements-fails-2016-11,Reliable,70.42,16.3,16.8,14.23,9.375,48,585,0,389,1130,23.86666667,80,15.2,20.3,4339,17.76,159,750
2381,www.sfgate.com,http://www.sfgate.com/warriors/article/Warriors-settling-into-offensive-groove-10627118.php,Reliable,84.52,13.4,12.2,13.08938656,12.15384615,163,599,0,409,1045,22.65822785,65,19.66666667,17.7,4217,15.15,123,790
2382,www.yahoo.com,https://www.yahoo.com/news/haiti-party-claims-presidential-win-count-continues-190659382.html?ref=gs,Reliable,66.21,21,17.5,19.23932009,13.52631579,39,199,0,153,394,69.64980545,19,23.33333333,26.6,1550,20.61,76,257
2383,www.cnbc.com,http://www.cnbc.com/2016/11/21/the-stocks-that-could-soar-if-the-market-keeps-rising.html,Reliable,67.5,17.8,15.5,16.83197279,12.25,39,225,0,159,453,60.88435374,24,17,21.2,1710,18.4,73,294
2384,www.theguardian.com,https://www.theguardian.com/world/video/2016/nov/22/fukushima-residents-urged-to-flee-as-69-magnitude-quake-hits-japan-video,Reliable,59.04,22.8,0,18.32857143,12.25,31,88,0,69,156,182.6530612,8,31.25,30.5,654,19.51,28,98
2385,www.yahoo.com,https://www.yahoo.com/news/super-size-makers-eatery-business-test-social-stunt-153249989.html?ref=gs,Reliable,73.17,18.5,14.6,19.25925926,15,15,95,0,75,195,132.5925926,9,16,23.6,786,21.64,38,135
2386,www.washingtonpost.com,https://www.washingtonpost.com/news/terrapins-insider/wp/2016/11/21/maryland-basketball-focused-on-creating-depth-offensive-efficiency-after-narrow-win-over-towson/,Reliable,77.9,17.7,14.9,13.99819838,10.33870968,93,510,0,356,878,27.925117,62,21.66666667,24,3637,16.89,126,641
